Id,y
10000,-66.00242349023135
10001,451.4065044011553
10002,-461.676417060299
10003,40.501208753723255
10004,-126.7447224540372
10005,-342.5345518192511
10006,-396.555542113589
10007,335.54127907908776
10008,-99.5124208706235
10009,304.81253980627594
10010,68.89453048978567
10011,412.36919545590735
10012,54.942371024767965
10013,-17.00555075477994
10014,-597.8499575722616
10015,443.50228878641485
10016,144.7744869780434
10017,-57.411163672536496
10018,134.38782757746034
10019,-108.98377598910841
10020,153.82482842506712
10021,611.7359836022026
10022,588.3896503384224
10023,-131.0167999580199
10024,-61.13562114122936
10025,-374.2484953169728
10026,74.15799307965413
10027,137.43837873610454
10028,420.0866117967908
10029,196.7656257134429
10030,268.4428498005317
10031,638.474910251109
10032,127.37873138691957
10033,1.3491187583997888
10034,22.710453177407835
10035,342.2395345225646
10036,307.70396697417203
10037,348.1382087009399
10038,-168.6528613073545
10039,-20.221130904617365
10040,-551.7499275731119
10041,-429.9718040667404
10042,261.8919587067443
10043,389.8204261292216
10044,-96.16562227356572
10045,-210.71080125632432
10046,278.8818687840115
10047,-427.45330103104914
10048,-172.9032529175675
10049,467.2643783557858
10050,-631.558735587439
10051,-355.5316593381783
10052,143.17327553860395
10053,69.19920259894211
10054,275.58827397672536
10055,-263.18861220410247
10056,167.4983072324126
10057,104.5778958901427
10058,230.0700866100753
10059,20.98802664457658
10060,-4.822581262501495
10061,-201.92294081063747
10062,560.06392656577
10063,55.288476252448866
10064,671.301574691835
10065,-493.7487382852288
10066,-279.35303673259233
10067,-53.71252761314762
10068,379.6981955009759
10069,315.0714108579817
10070,169.13001732614316
10071,-271.59930326901144
10072,783.8022226750342
10073,44.577311515548665
10074,57.406780054577446
10075,-161.07827414306806
10076,-220.66957847885723
10077,223.24129442929234
10078,352.6655955437546
10079,13.163291366265517
10080,-461.9941469857303
10081,305.3721466914238
10082,-230.59656173861146
10083,359.074443242544
10084,-430.26056337592166
10085,-115.54882205546214
10086,-88.96006387867374
10087,-488.29018980804165
10088,-139.3503385471351
10089,57.33880810852677
10090,-190.33624272166452
10091,-6.508092914824247
10092,189.29107774701808
10093,346.6036781856553
10094,871.6273206485898
10095,-147.0135373865387
10096,443.4899377794299
10097,-30.498432974437257
10098,185.46345753445925
10099,-119.91717151732799
10100,43.57523800180714
10101,58.318571552244286
10102,-197.15246829839785
10103,-70.47160678841233
10104,-342.84605328866814
10105,-29.233589873717094
10106,49.52292929610345
10107,-16.24614413791307
10108,33.77506926160657
10109,-68.88307748324185
10110,25.863399493696896
10111,-617.3142842716959
10112,-185.9044130119491
10113,323.7831061093865
10114,-35.66219572212803
10115,-733.5297711613839
10116,-240.73856264736102
10117,-381.9731466242488
10118,75.31994462169536
10119,36.61032645911782
10120,-28.756270225023346
10121,-481.1606279685884
10122,408.8502304229888
10123,-765.0217471991638
10124,178.07269651637057
10125,-7.64987938567331
10126,134.7968462337595
10127,-477.45851421287034
10128,-248.7062530132359
10129,-361.884657223864
10130,-18.755611748554166
10131,7.7956043744350145
10132,-109.1059897253838
10133,-63.07374524219444
10134,591.8231837349159
10135,259.6126336966279
10136,-279.8658320087674
10137,93.22535940051846
10138,-427.28731541913544
10139,84.38656633089859
10140,-311.54463064415563
10141,11.419268612561543
10142,-297.83146842358525
10143,-331.9289709686436
10144,656.0132305257307
10145,-476.6626813650541
